,County Name,State,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2015,2015.1,2016,2017,2018,2019,2020
78,Adams County,OH,95050.875,99848.458315,102808.9896,105108.58335,106296.83335,107152.0417,65250.33333,70350.66667,73311.58333,72384.16667,70813.58333,70947.0,71311.41667,71961.16667,74513.25,77900.33333,82793.16667,87556.16667,92608.0,97242.16667,101028.5
79,Henry County,OH,84995.58333,90792.0,93558.47917,96010.08334,99643.75,103555.0,104472.75,103759.75,102377.4167,98505.33333,95660.75,93115.83334,95034.41667,97678.16667,100954.5,104736.25,108926.0833,114156.4167,121689.25,128783.9167,133761.0834
80,Meigs County,OH,95050.875,99848.458315,102808.9896,105108.58335,106296.83335,107152.0417,109499.7917,109875.7917,55174.08333,54190.08333,52074.75,52573.08333,53514.33333,55002.33333,58116.0,60758.08333,63117.33334,64545.66667,68452.58334,72303.25,75325.41667
81,Wyandot County,OH,72512.66667,76690.5,79432.4375,81537.5,84144.08334,87384.83334,87382.33333,86295.66667,85067.25,82448.75,80485.08333,79538.41667,79480.91667,80126.0,83627.75,86446.58333,90023.58334,94945.41667,99677.58333,104982.3334,109312.25
82,Paulding County,OH,74997.58333,79713.75,81965.97917,83601.75,85666.75,86719.75,83252.91667,79213.0,76406.33333,73783.66667,71800.91667,70285.66667,69591.5,69467.25,71577.5,74026.5,76939.08333,81146.0,86187.75,91044.16667,94210.5
83,Harrison County,OH,59154.91667,63654.25,66502.625,70320.41667,74350.0,70305.41667,64884.16667,64362.83334,64152.41667,62419.41667,62097.66667,62731.08333,62480.33334,63041.25,65475.58333,69294.83333,74163.41667,78675.75,84418.75,90699.08333,94883.33333
84,Morgan County,OH,95050.875,99848.458315,102808.9896,105108.58335,106296.83335,107152.0417,109499.7917,109875.7917,108887.0,63611.75,64845.66667,66408.66667,65896.33333,67551.25,71270.25,75308.33333,81636.25,85754.75,88326.58334,94986.5,100349.25
85,Noble County,OH,95050.875,99848.458315,102808.9896,105108.58335,106296.83335,107152.0417,109499.7917,109875.7917,108887.0,104484.0417,101296.70835,98608.79167,96540.33333,97678.16667,100216.24999499999,116793.6667,111670.25,113727.4167,118095.5,122763.1667,124012.8333
86,Monroe County,OH,95050.875,99848.458315,102808.9896,105108.58335,106296.83335,107152.0417,109499.7917,109875.7917,108887.0,104484.0417,101296.70835,98608.79167,96540.33333,97678.16667,100216.24999499999,98418.66666,93291.83334,96704.25,104138.0833,106722.75,109723.0834
87,Vinton County,OH,95050.875,99848.458315,102808.9896,105108.58335,106296.83335,107152.0417,109499.7917,109875.7917,108887.0,104484.0417,101296.70835,98608.79167,54868.75,58613.33334,60788.33333,61981.0,63768.66667,71047.91667,76165.75,82106.66667,87156.66667
