State,Region Code,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
IA,19067,0,10,-2,-5,23,-2,5,5,0,5,2
TX,48153,8,55,-29,-16,22,-32,17,26,43,8,12
KY,21071,-10,-1,9,-3,-5,-2,0,-2,4,0,5
GA,13115,0,1,1,0,0,6,6,5,-1,2,4
VA,51065,13,23,8,1,-9,-6,16,0,8,-4,7
TX,48155,-18,-7,5,18,13,-2,-32,-12,12,39,20
WI,55039,-2,6,6,8,4,6,1,0,2,3,5
IL,17053,-4,9,-1,6,5,-1,-6,7,-4,5,3
KS,20057,9,10,-3,9,5,0,9,7,6,4,2
WI,55041,2,5,1,4,11,2,3,2,2,-3,10
PA,42053,1,0,-4,-3,-1,1,-5,0,-1,2,8
MS,28035,3,2,1,6,0,0,1,0,2,2,1
NC,37067,1,-1,-6,6,5,5,3,3,2,3,4
GA,13117,-4,5,7,5,8,8,9,2,1,2,5
TX,48157,-3,4,5,8,16,12,14,-18,6,8,3
ND,38031,-10,15,8,34,-14,1,7,6,9,-3,-6
IN,18045,-24,29,1,6,4,-12,-7,3,-4,8,2
IA,19069,-2,12,21,6,9,6,-11,-3,6,3,3
AR,5047,-19,0,3,-2,9,8,-3,-6,1,4,1
PA,42055,-5,0,3,1,4,4,3,0,8,4,4
KS,20059,1,-3,3,4,5,2,4,3,1,7,4
IN,18047,-4,2,9,3,-1,15,0,0,8,6,2
NY,36033,1,7,6,3,2,0,0,3,5,2,8
FL,12037,0,1,0,5,0,-2,2,2,4,5,9
VA,51067,-5,4,2,3,4,4,3,3,4,4,6
LA,22041,19,4,30,9,7,-17,-18,-2,6,19,3
MS,28037,3,11,4,-1,-1,-2,2,0,0,2,7
KY,21073,-2,9,4,9,1,5,2,0,-3,4,2
TX,48159,-15,8,-2,19,11,6,-3,-7,11,5,-5
ME,23007,-3,2,1,4,1,3,0,-1,-1,4,11
TN,47051,-1,0,0,5,11,6,6,2,6,3,5
VT,50011,-3,5,4,-3,7,5,6,3,2,4,4
NE,31061,-4,-7,32,0,7,-19,-12,-13,4,2,10
OH,39049,-1,4,5,7,6,6,4,3,3,4,2
GA,13119,-12,3,1,19,7,7,9,-1,6,5,-6
IL,17055,0,7,5,8,-2,2,3,3,6,12,-3
WA,53021,4,4,7,5,10,6,3,3,3,10,7
ID,16041,-10,7,2,6,4,7,4,1,4,7,6
NC,37069,1,-3,3,-6,12,9,16,7,10,-2,9
AL,1059,-2,6,9,1,6,-5,3,0,9,6,1
MA,25011,2,4,1,2,-3,7,5,3,4,3,6
MO,29071,-1,7,3,-1,5,2,8,1,2,2,4
MD,24021,4,5,3,2,3,5,4,3,1,5,6
MN,27047,-2,7,9,2,7,-5,-2,3,3,3,6
TX,48161,-34,1,-11,-21,1,2,-22,-17,9,-22,-2
WY,56013,-11,3,5,-6,6,0,-8,-5,5,6,-3
IA,19071,13,-4,1,5,-10,-10,3,3,-7,-3,22
CO,8043,0,0,3,1,-2,5,6,4,3,6,7
CA,6019,0,3,5,-1,6,5,5,4,6,4,6
TX,48163,-13,18,61,42,21,21,-24,-22,17,18,-9
NE,31063,9,4,32,-9,13,-14,-1,-11,-17,-10,8
OH,39051,-15,9,11,3,6,2,6,6,0,5,3
IL,17057,0,5,1,0,6,-2,0,0,3,5,6
GA,13121,-3,2,5,3,4,7,7,7,6,7,4
PA,42057,-10,-2,7,3,6,2,2,6,13,13,4
KY,21075,7,-6,12,-3,3,-8,-7,-8,5,-3,10
IN,18049,-14,16,2,5,5,-3,-7,7,8,7,2
AR,5049,5,3,4,0,-2,2,-3,1,4,7,11
NY,36035,2,5,1,1,1,-1,4,6,5,1,6
NE,31065,-7,24,16,-23,24,-9,-7,-14,10,-4,-2
FL,12039,0,-1,7,-1,-7,3,3,3,7,4,5
NE,31067,-1,7,13,-6,12,-4,-3,-4,1,8,7
TX,48165,-33,22,12,2,-1,-16,-41,-12,31,9,-9
MT,30031,-3,2,6,7,7,7,9,8,7,8,6
IL,17059,-7,6,8,-5,18,-24,-9,5,-1,0,0
KY,21077,-8,17,10,16,12,10,4,-5,-1,5,5
OH,39053,9,1,2,-3,-7,5,-4,5,6,0,-2
TX,48167,-3,10,13,-2,0,-11,9,0,13,10,-2
NE,31069,-18,-1,41,-22,17,-5,-5,-7,0,7,4
CO,8045,-25,5,1,-9,5,7,-21,-2,8,6,-3
NE,31071,0,12,35,-11,26,9,10,-8,-35,0,9
MT,30033,-12,67,2,16,-16,17,7,-38,-2,17,-10
WA,53023,2,5,12,24,1,-5,10,-5,6,16,9
OK,40047,-10,12,8,13,7,13,-22,3,-23,3,2
UT,49017,-7,3,-7,5,5,2,9,5,7,0,4
AR,5051,0,5,8,1,1,2,4,2,3,3,4
KY,21079,2,5,0,4,8,6,7,1,-1,6,6
MD,24023,-4,7,7,0,4,2,3,1,6,2,9
OK,40049,-4,-4,37,9,-19,17,-10,-16,11,9,-2
TX,48169,-30,12,10,2,-5,-13,-38,-7,3,8,-5
MO,29073,0,3,1,4,3,3,0,8,3,2,5
NC,37071,-2,16,-5,-1,5,3,5,3,5,5,4
NC,37073,3,2,2,2,-1,5,1,2,10,4,10
KS,20061,3,10,3,-1,-6,0,2,-4,1,1,1
OH,39055,-1,5,7,4,3,5,2,1,2,5,4
ID,16045,1,-2,-1,7,5,4,6,7,13,4,5
NY,36037,2,4,3,0,4,3,2,0,2,6,4
MI,26049,-5,6,2,2,7,4,7,2,0,2,3
AL,1061,-2,2,-4,2,8,0,5,1,-2,3,8
MO,29075,9,2,14,-3,0,9,-25,-8,20,-2,20
MS,28039,-4,-8,0,5,7,21,-5,-3,2,7,5
SC,45043,-4,1,-1,-5,4,13,2,-2,2,6,6
TN,47053,2,-1,9,1,8,-7,5,-1,3,5,8
IN,18051,-9,21,-2,3,9,2,0,12,16,0,-1
AZ,4007,0,9,13,-8,7,-6,-10,-4,10,4,6
FL,12041,-3,9,8,9,1,25,-6,0,-5,5,10
VA,51071,1,0,1,-7,-7,-1,1,1,1,3,6
TN,47055,-6,10,1,6,2,8,7,8,8,3,3
TX,48171,2,2,3,7,2,7,6,5,2,6,6
OR,41021,7,23,34,2,34,-2,0,-4,-4,4,-2
WV,54021,0,4,6,6,2,2,-8,-13,2,4,1
GA,13123,-7,-5,-10,12,8,5,2,-5,8,6,-1
CO,8047,7,16,-6,-5,3,-2,6,2,12,-6,-2
MT,30035,4,-9,12,3,-1,0,-5,0,-10,25,5
FL,12043,-9,6,-2,6,4,20,3,-2,-5,8,12
MI,26051,-5,1,-2,0,2,1,4,3,8,7,8
GA,13125,-4,2,6,-1,3,-2,10,3,-1,0,10
TX,48173,-31,53,87,62,24,9,-46,-10,45,60,-13
CA,6021,-3,-3,5,-3,12,-10,2,6,-1,14,6
NJ,34015,-21,4,1,4,-2,8,5,-2,2,8,5
VA,51073,-1,1,-1,4,3,-1,4,4,4,3,6
GA,13127,-1,2,-1,1,2,2,9,3,5,8,4
MI,26053,-1,5,0,2,1,3,3,4,0,5,6
ND,38033,-17,33,10,26,13,-5,7,-24,9,-7,1
MT,30037,-24,-3,27,-8,33,-18,16,-15,1,1,13
TX,48175,-35,-13,-8,-1,-11,5,-31,-6,12,3,-4
TX,48177,1,41,109,110,56,-3,-49,-18,16,17,-8
VA,51075,-1,5,7,9,12,13,12,6,14,5,11
MN,27049,2,5,7,0,9,1,1,0,6,2,5
ID,16047,-40,81,13,5,5,24,-21,6,11,-2,11
GA,13129,-8,0,4,5,3,1,4,1,11,3,4
WY,56015,-13,19,15,5,10,-2,7,-5,-7,7,5
NE,31073,0,3,39,-3,34,-16,-10,-15,2,5,5
KS,20063,-1,14,34,-17,0,-18,14,5,-30,7,20
OK,40051,-11,9,8,6,-1,6,-8,-6,3,11,16
GA,13131,4,3,4,0,2,-4,8,-2,14,6,8
NH,33009,1,3,0,1,5,5,4,3,3,5,3
KS,20065,-16,6,29,-2,7,-16,-11,-15,11,9,11
NC,37075,5,2,1,-5,15,-5,5,-8,6,11,12
AZ,4009,-6,7,9,11,-14,5,0,17,15,8,11
TN,47057,-6,8,-1,5,2,5,8,10,6,7,4
UT,49019,2,3,2,1,0,9,0,4,12,10,9
CO,8049,-6,0,1,1,5,4,8,4,8,7,9
ND,38035,3,4,4,11,1,7,4,3,5,2,2
VT,50013,8,9,3,4,2,0,1,4,5,0,12
MI,26055,0,3,2,3,3,5,8,4,2,4,3
MT,30039,4,8,17,1,10,10,0,-2,7,3,9
WI,55043,-3,15,6,4,4,3,5,0,5,7,0
AR,5053,5,4,2,6,7,7,3,3,1,6,4
SD,46051,-11,-4,2,-1,28,0,-3,0,-8,1,2
NE,31075,-3,42,26,-26,50,45,27,-17,-13,-5,0
LA,22043,22,8,2,2,6,2,-3,3,3,4,5
MN,27051,-6,4,2,28,4,-19,11,-14,-3,5,6
OK,40053,-25,2,79,10,31,31,-30,-31,24,7,13
IN,18053,-4,17,1,4,-1,41,0,-7,-25,5,3
WV,54023,11,-1,2,2,2,3,1,1,-9,-3,0
ND,38037,-12,9,14,57,-4,11,-4,-5,27,-35,5
WA,53025,14,8,17,3,-1,-1,9,2,2,2,1
NM,35017,-14,2,21,7,4,3,-5,-4,8,-1,0
OR,41023,4,-2,-2,1,12,9,4,-4,6,0,5
KS,20067,-2,13,25,-14,9,4,-20,15,-18,12,-4
KY,21081,-2,12,1,6,3,3,5,4,2,1,4
NC,37077,11,-6,0,-16,4,-2,11,12,21,-1,5
MI,26057,-6,2,10,8,1,3,-4,-1,4,6,6
KY,21083,9,3,-2,-2,0,1,-1,-1,10,2,0
KS,20069,16,50,19,4,22,3,0,12,-11,-3,-9
TX,48179,-22,7,14,7,6,1,-14,-16,7,6,2
WA,53027,-2,1,-3,-3,4,6,4,0,5,5,10
KY,21085,4,5,4,9,2,4,3,-1,3,1,6
VA,51077,5,-3,2,-2,4,7,6,5,2,12,11
TX,48181,-2,3,7,4,3,3,3,2,5,7,3
NE,31077,12,5,47,6,23,-11,4,-20,-7,1,12
KS,20071,-14,33,13,-2,12,-20,-22,44,35,6,-3
WI,55045,-2,10,9,2,1,2,5,3,3,5,5
KY,21087,4,4,4,3,1,-5,-1,-5,9,-5,8
WI,55047,-2,3,10,3,3,0,3,-5,1,6,4
WV,54025,-4,5,10,1,1,2,-2,-1,4,8,2
NC,37079,4,5,4,-2,10,1,-3,2,8,0,5
IN,18055,1,-2,0,1,2,5,1,1,5,4,6
TN,47059,-8,-1,3,5,7,2,5,4,6,3,2
MO,29077,0,0,0,4,1,5,6,2,2,5,3
GA,13133,-4,2,0,6,3,7,8,1,7,10,3
OH,39057,5,5,7,1,2,3,6,3,4,5,5
PA,42059,7,-6,17,4,5,4,-10,-3,16,12,1
MS,28041,-7,2,-4,-3,7,1,-1,-4,6,0,5
AL,1063,-3,1,19,-13,3,-3,-10,-6,-7,5,12
IA,19073,13,-3,22,-1,9,-3,-11,0,8,9,5
NY,36039,4,9,-9,11,-6,-2,6,2,7,3,3
VA,51079,3,2,8,4,4,2,7,4,2,4,7
IL,17061,-5,18,10,-18,14,-8,-15,10,1,4,1
AR,5055,-22,9,11,8,1,-3,5,-1,2,3,3
AZ,4011,-25,16,17,-12,1,12,-23,-8,34,2,6
KY,21089,-9,-1,0,-26,4,1,3,-2,10,13,0
SC,45045,-2,2,6,4,3,6,9,6,6,6,5
KS,20073,-8,11,-3,9,8,-2,-6,-1,1,7,13
SC,45047,4,4,-2,0,2,6,4,0,2,3,7
OK,40055,-21,-11,8,11,23,44,-41,1,-8,4,3
TX,48183,-9,6,11,4,1,-1,-9,-7,2,8,2
SD,46053,-1,-2,38,-23,1,5,4,-14,23,3,2
MS,28043,-4,22,-2,0,3,5,11,9,-15,3,4
ND,38039,-13,13,10,34,19,0,-19,44,-21,-3,-3
TX,48185,-7,-2,11,4,1,-4,-13,-9,-4,4,3
MO,29079,4,4,21,6,15,0,-8,-6,0,-1,1
IL,17063,8,7,16,16,-12,-4,1,5,4,8,6
IA,19075,1,2,6,7,0,-5,1,-1,2,6,10
TN,47061,0,3,3,4,2,0,3,-2,5,4,8
TX,48187,-8,12,10,10,27,15,14,-12,-6,6,4
NM,35019,-4,12,6,6,5,6,5,3,-9,9,6
OH,39059,-1,2,5,4,13,24,21,-2,12,20,3
NC,37081,2,1,4,-3,6,4,6,0,2,3,4
FL,12045,-4,-9,-1,2,4,3,11,9,-2,4,8
CO,8051,2,-4,1,0,-13,0,0,2,13,4,5
IA,19077,-16,1,18,0,15,4,-1,-5,0,6,-1
GA,13135,-4,3,3,6,5,8,7,3,4,5,3
SD,46055,-17,16,24,-4,2,7,15,-19,22,20,-19
GA,13137,5,-1,-2,5,4,4,3,4,3,6,2
TX,48189,-10,15,-6,-5,2,-8,-7,-6,3,7,12
AL,1065,-4,6,1,0,4,-3,1,4,-4,-4,5
NC,37083,3,5,4,-1,3,1,3,0,2,2,6
VA,51083,9,5,-5,-8,8,2,2,0,-7,0,-1
NE,31079,4,4,1,8,6,-3,2,2,3,3,4
GA,13139,-1,2,6,4,5,6,9,7,8,6,5
TX,48191,61,0,-29,0,33,-22,1,-9,11,3,-8
TN,47063,-6,10,5,9,2,5,6,1,-1,2,4
IL,17065,-1,4,4,-1,43,8,27,-25,45,0,-5
OH,39061,0,3,6,4,2,3,3,5,2,5,6
TN,47065,0,3,6,6,3,2,6,4,4,4,4
IN,18057,-1,6,2,7,6,13,7,6,5,6,3
FL,12047,18,-35,14,12,5,-11,29,-3,12,8,10
NE,31081,12,5,10,-12,10,-10,6,0,7,2,3
TX,48193,2,2,-1,5,-1,2,-3,6,3,6,9
IA,19079,-17,4,10,-4,18,7,-4,-6,5,10,-3
NY,36041,4,1,0,2,2,13,-1,1,3,4,15
KS,20075,-19,66,-2,-2,30,16,-15,-16,1,11,-7
SD,46057,-4,0,38,2,18,-7,2,2,-14,16,-2
MA,25013,0,3,3,4,2,3,5,2,2,3,3
MA,25015,3,2,5,2,5,3,6,4,5,4,5
WV,54027,1,5,0,6,1,-1,4,-2,-1,2,5
VA,51650,1,-2,0,-1,1,2,2,1,4,0,4
SC,45049,2,-1,3,-7,3,1,2,4,0,5,8
IA,19081,-21,32,16,10,8,9,-6,-12,11,0,2
IL,17067,-6,5,-1,1,12,7,-29,14,5,1,1
WV,54029,-6,0,15,16,-4,5,-1,-7,11,12,-1
GA,13141,3,-5,15,3,23,-2,7,-8,2,5,7
MS,28045,-3,1,-4,0,-1,-1,-2,0,-1,5,7
ME,23009,2,5,-3,-2,1,3,4,1,1,4,7
OH,39063,-5,6,5,10,7,13,16,-3,-6,1,5
TN,47067,3,3,-1,1,-1,2,10,-1,2,7,8
KY,21091,-16,7,2,3,13,-2,-4,2,-3,10,2
IN,18059,-6,7,4,6,8,1,3,8,18,7,10
SD,46059,-17,-21,72,-1,28,-21,-14,-19,17,21,-15
VA,51085,1,3,3,4,3,6,9,4,2,6,6
TX,48195,-27,32,15,17,-22,29,3,-23,6,-7,-2
SD,46061,22,6,17,-9,-15,-16,4,11,2,25,16
GA,13143,-3,6,0,1,-5,6,5,5,3,5,3
FL,12049,4,0,4,5,-8,0,0,6,2,-4,4
TN,47069,-3,-7,4,-2,6,-5,0,3,7,6,3
TX,48197,-31,6,8,6,0,-8,-21,-9,17,14,0
IA,19083,-6,14,10,4,6,5,-13,-3,4,4,1
TN,47071,5,1,4,5,6,-1,2,4,4,11,-2
OH,39065,-2,5,5,-2,2,10,-10,6,-2,11,2
KY,21093,3,14,7,-3,-1,-2,-1,2,3,2,3
TX,48199,-15,2,6,8,6,-10,-9,1,6,9,3
IL,17069,4,1,6,5,4,0,-11,-1,2,-3,4
SD,46063,-10,16,33,30,8,11,-20,-12,19,-38,18
NM,35021,-3,18,2,-24,10,26,-44,-14,3,-2,-15
WV,54031,-2,3,0,9,3,-1,3,5,0,5,4
MD,24025,4,5,7,3,3,3,5,3,4,3,5
KY,21095,7,7,0,-18,-17,-3,-10,-7,2,6,1
NE,31083,0,1,42,-9,28,-6,-2,-11,-4,14,4
OK,40057,17,12,-20,13,26,36,-25,-21,-3,-5,14
NC,37085,-4,4,-2,3,5,6,4,5,5,5,3
OR,41025,17,-8,-7,-2,7,27,-2,2,-3,11,8
OK,40059,-14,35,28,-5,0,4,5,-9,19,6,-8
KS,20077,-14,4,11,22,6,17,-18,-7,2,2,11
TX,48201,-3,7,9,6,5,3,4,-2,3,5,3
GA,13145,2,4,-2,2,5,9,11,-1,6,8,9
OH,39067,5,9,10,-3,67,63,18,6,6,-6,9
KY,21097,5,3,-2,3,-1,4,3,10,-1,6,6
IN,18061,-6,3,0,4,-1,4,4,4,7,5,3
IA,19085,9,-8,13,4,4,-10,0,0,3,3,13
TX,48203,5,-10,-17,-3,0,4,-8,-1,9,7,5
MS,28047,-5,-4,-5,-1,2,2,-1,1,3,3,3
MO,29081,8,9,5,-13,9,-4,-9,0,6,2,16
WV,54033,-3,8,7,5,7,7,-7,0,6,10,2
GA,13147,-8,8,4,13,13,5,7,-12,5,11,0
KY,21099,11,4,2,11,5,7,11,2,3,5,3
CT,9003,2,2,1,2,-3,5,9,2,2,2,2
TX,48205,-21,99,68,-8,-16,43,18,-15,5,-10,7
KS,20079,0,-2,6,9,3,0,3,-1,1,6,7
OK,40061,-5,17,7,-1,11,4,6,-13,-6,1,4
TX,48207,-15,35,-3,8,12,-12,-12,-7,41,25,13
KS,20081,19,18,23,-20,31,3,-19,14,7,-14,-7
HI,15001,-5,4,2,5,1,2,8,5,8,4,6
TN,47073,6,3,3,12,6,5,8,3,3,-1,2
NE,31085,-29,18,29,-4,7,6,0,-14,-33,17,6
TX,48209,1,3,5,5,9,8,10,8,7,9,2
TN,47075,8,0,21,-5,0,-1,15,4,-1,3,-1
NC,37087,3,7,2,-2,1,2,5,7,6,7,7
GA,13149,-2,20,8,-5,-29,38,9,1,5,-11,10
TX,48211,-39,-1,22,-18,12,14,-41,-27,5,-1,-13
AR,5057,2,11,3,5,20,8,-4,3,10,0,-2
IL,17071,-6,-3,19,0,24,-4,-30,18,3,1,5
TX,48213,-9,1,0,-1,2,4,-2,2,7,5,6
KY,21101,-2,6,6,3,1,-1,-1,3,2,3,0
TN,47077,-3,9,7,10,-6,-5,1,0,3,5,4
NC,37089,-4,5,5,3,7,4,3,5,2,4,5
IN,18063,1,3,6,9,6,3,10,6,9,7,5
FL,12051,-4,-5,3,-1,9,-6,0,3,-3,8,2
MN,27053,-3,4,4,5,4,5,4,3,4,5,3
VA,51087,-3,5,8,6,6,5,8,5,5,5,4
TN,47079,4,0,5,7,6,2,2,5,4,1,8
IA,19087,-5,-1,3,7,2,2,5,1,3,5,1
GA,13151,-2,5,1,4,4,4,6,7,6,7,9
MO,29083,1,3,-6,-4,15,4,-7,-7,3,2,1
IL,17073,-8,2,8,4,10,0,-7,-2,1,3,7
KY,21103,-6,10,7,3,6,0,-3,-1,1,6,6
AL,1067,-4,-1,7,-3,12,-1,8,3,8,4,6
IN,18065,-13,11,0,-4,12,2,1,0,13,6,3
OH,39069,2,0,6,6,9,5,5,-2,-5,3,2
NY,36043,5,4,3,4,6,2,0,0,3,4,8
FL,12053,-2,-1,-1,4,3,2,6,5,6,7,6
NC,37091,-5,5,0,9,-3,0,-4,1,5,3,7
ND,38041,32,-22,4,30,-44,9,93,-37,44,-44,6
KY,21105,16,-8,11,-5,24,-6,-16,-14,21,2,-6
TN,47081,2,2,1,3,-1,6,6,4,3,11,6
MO,29085,3,4,0,2,3,14,1,-3,10,10,6
NM,35023,8,-3,3,18,-8,2,-1,-1,1,8,8
TX,48215,-6,3,4,3,7,3,1,2,3,4,4
OH,39071,1,2,4,3,1,5,1,2,9,3,1
VA,51091,2,5,17,7,0,10,-1,-11,8,-4,7
FL,12055,-2,-1,1,3,-2,1,3,3,4,2,9
MT,30041,-10,12,17,-6,2,-4,8,-11,9,10,4
TX,48217,-6,-1,-3,-5,8,3,1,-3,5,7,6
NH,33011,1,2,4,3,3,3,6,4,3,5,3
FL,12057,-1,2,3,4,4,4,7,5,4,6,6
MI,26059,-8,20,3,-7,8,0,10,4,1,0,1
MS,28049,-1,0,0,0,2,1,2,1,1,3,2
CO,8053,3,2,1,-3,5,3,4,6,11,4,17
NE,31087,-3,10,18,-5,13,-9,-4,4,19,-12,-1
OH,39073,-2,4,4,2,1,1,7,-3,8,0,5
TX,48219,-32,19,10,3,-1,-12,-36,-13,24,12,-6
KS,20083,-14,25,11,-7,45,-11,2,5,-5,-1,-8
NC,37093,58,-11,-7,-24,6,-1,6,13,11,2,5
FL,12059,-1,-1,2,1,0,5,4,-1,5,0,11
MS,28051,-3,10,6,-13,17,-13,2,0,2,2,5
OH,39075,2,5,10,3,9,11,7,-3,10,7,2
NE,31089,-13,20,22,6,14,2,1,-8,8,2,7
MO,29087,6,-22,24,11,17,-4,-25,42,-5,-21,53
TX,48221,-17,-3,12,0,10,11,-14,-8,14,11,7
OR,41027,1,-2,3,6,7,7,11,7,4,11,3
NE,31091,4,17,16,-8,52,32,0,-12,-36,16,4
TX,48223,-1,12,1,7,4,9,-3,1,9,8,2
KY,21107,8,4,3,-1,2,5,-2,-3,-10,0,5
SC,45051,-4,0,4,2,7,7,5,5,7,6,5
AR,5059,-1,-1,1,14,-1,-6,14,10,2,2,2
WY,56017,-17,12,19,-15,20,5,5,-21,-3,8,1
MI,26061,5,2,1,3,4,3,4,1,2,5,3
GA,13153,4,2,3,2,0,2,4,3,5,5,6
TX,48225,-8,3,3,6,6,8,-3,-2,7,7,5
AL,1069,1,1,2,4,7,4,4,5,5,3,3
TN,47083,3,3,6,3,0,1,5,3,5,5,9
MN,27055,-4,9,4,3,1,5,-4,6,6,3,7
AR,5061,-11,0,-1,8,15,8,3,-3,3,3,-9
TX,48227,-17,19,29,12,9,-1,-23,7,61,56,1
MO,29089,8,0,5,-4,15,2,-4,7,1,0,12
IN,18067,-29,56,1,8,3,-1,-2,-1,-2,2,2
MD,24027,3,5,7,5,0,2,5,5,3,4,5
IA,19089,-19,53,14,4,12,-4,-3,-3,-4,6,5
NE,31093,5,13,28,-10,21,0,8,0,-8,1,13
MO,29091,-2,7,0,4,3,6,5,-6,2,9,2
MN,27057,-3,3,3,3,5,-2,6,4,6,5,9
NJ,34017,3,3,0,6,5,2,7,2,6,5,0
TX,48229,3,9,4,8,13,10,4,4,-5,11,3
CO,8055,-7,0,0,-26,7,19,-8,4,16,6,3
SD,46065,1,12,3,2,2,6,3,-2,10,0,5
OK,40063,-2,28,14,1,24,8,-3,4,16,11,4
CA,6023,-3,6,3,-1,2,4,4,4,5,5,7
IA,19091,-1,-1,27,6,4,0,-2,1,-6,5,3
NV,32013,7,17,7,-9,-7,-8,-15,3,9,-1,7
MS,28053,0,9,19,-33,28,-20,2,7,4,3,8
TN,47085,2,13,-5,-6,4,4,8,-1,1,-7,1
TX,48231,7,2,5,6,10,8,1,19,2,5,-1
NJ,34019,0,-1,-2,5,3,4,-1,0,5,1,3
PA,42061,1,3,3,0,1,4,4,1,2,2,7
IN,18069,-7,5,3,4,6,5,4,-2,3,4,2
OH,39077,1,2,3,2,3,0,-1,2,1,8,1
MI,26063,-14,9,7,9,-2,13,-5,-11,17,-1,10
SD,46067,21,20,3,-7,-32,-8,14,21,20,2,22
TX,48233,5,-33,-12,19,277,40,-29,14,2,20,-10
SD,46069,-13,20,49,4,8,-8,-4,-12,35,-27,-4
NC,37095,0,11,6,28,-4,-16,3,0,5,3,5
LA,22045,-8,0,3,5,-1,-2,-11,-13,1,4,4
LA,22047,-17,-6,-7,-5,0,1,3,2,12,8,-4
IA,19093,-15,12,4,3,0,-1,3,4,19,4,7
ID,16049,-1,3,-1,7,2,-3,7,-9,7,12,-1
CA,6025,-7,2,11,-3,8,7,7,-2,3,0,8
AR,5063,2,8,-1,-1,6,3,-10,7,3,8,-4
FL,12061,-5,-3,2,4,4,7,8,7,5,5,7
PA,42063,5,3,2,-1,2,4,-7,-7,3,4,3
MI,26065,-3,6,-1,0,1,3,7,5,4,4,2
CA,6027,2,1,0,1,12,3,4,7,4,-3,7
MI,26067,-7,17,4,-4,-1,1,-3,6,4,-1,9
MI,26069,-5,5,3,7,3,1,4,5,8,5,13
WI,55049,-3,4,3,6,0,2,3,-3,4,8,8
IA,19095,-11,8,-13,21,23,-5,-17,7,18,5,5
NC,37097,-2,5,5,4,5,7,5,5,2,5,5
TX,48235,-37,13,51,62,66,33,-49,-26,17,11,-1
MI,26071,0,2,1,2,2,1,6,3,2,5,7
UT,49021,-1,-1,8,-3,3,8,3,6,9,14,9
WI,55051,1,3,0,6,3,2,-1,2,1,2,9
MO,29093,-3,15,16,1,-5,1,-13,-8,7,12,2
IL,17075,-7,2,9,0,12,2,0,2,-9,0,4
GA,13155,0,0,16,-7,-9,-10,4,5,12,6,17
MI,26073,-2,1,3,2,4,4,4,1,1,5,1
MN,27059,2,4,4,2,3,3,4,6,2,4,2
WA,53029,-4,-1,-3,0,0,3,3,5,4,6,7
VA,51093,17,-5,-8,5,6,-7,5,-3,-3,0,2
MS,28055,8,3,40,10,10,-57,7,10,9,14,43
MN,27061,-4,16,11,-1,7,1,-8,7,0,8,2
MS,28057,-9,2,9,8,-1,7,4,1,5,-1,3
AR,5065,-4,5,3,21,5,2,-3,-1,1,4,1
TX,48237,-30,7,10,19,11,23,-32,-20,11,12,-22
MS,28059,-9,10,4,8,-20,17,-1,-2,9,11,-4
IA,19097,-4,8,9,3,7,0,14,5,-6,1,5
CO,8057,8,0,11,-24,13,22,3,1,21,30,2
AL,1071,-8,4,-2,5,3,1,-4,-3,2,3,2
KY,21109,1,6,-1,4,-2,-3,-2,-2,-1,4,9
SD,46071,2,10,12,-3,-15,28,0,-18,38,4,-7
IL,17077,2,4,-1,3,-2,3,2,-1,0,8,2
WV,54035,-9,2,6,13,4,-2,0,4,2,92,-34
IN,18071,-13,19,3,5,1,3,12,0,5,6,5
MI,26075,-3,5,5,3,4,1,5,4,4,5,4
NC,37099,-1,2,2,-3,4,5,9,7,6,4,7
MO,29095,0,1,1,4,3,2,4,1,3,5,3
OR,41029,-2,-2,1,1,6,5,7,6,6,5,5
TN,47087,1,7,3,2,2,0,9,-5,5,-2,4
OH,39079,0,2,2,1,5,5,2,1,3,0,3
LA,22049,-20,-9,-16,-11,2,10,-4,-9,5,4,2
TX,48239,-19,2,-2,7,23,-4,-8,-5,8,11,5
OK,40065,-5,5,0,0,0,9,-4,3,4,1,9
WI,55053,-9,9,2,6,-2,6,7,-7,5,13,-4
MN,27063,6,2,13,7,1,-2,-2,-4,3,4,8
KS,20085,-2,1,7,-1,7,3,5,4,5,10,9
AR,5067,-5,4,2,11,7,1,-4,6,5,2,4
GA,13157,-3,2,4,13,4,7,12,12,6,8,7
FL,12063,-9,4,1,-2,4,-2,4,5,5,5,9
TX,48241,-4,1,2,-2,-2,9,-6,-4,3,5,2
MS,28061,-8,18,-5,9,5,-2,-8,-9,13,5,-4
SC,45053,6,3,4,3,8,6,13,2,6,1,7
IN,18073,-10,11,0,-1,17,4,-9,-1,6,4,2
MO,29097,-2,2,2,3,2,2,5,2,3,4,3
IA,19099,-2,-3,5,4,3,4,-4,0,1,5,7
GA,13159,-7,5,-5,17,1,4,1,1,8,3,8
IL,17079,-1,7,3,-12,7,-2,-4,-11,8,-6,-3
IN,18075,-14,19,8,9,0,10,16,-20,12,5,-4
TX,48243,5,-3,-3,5,5,5,-6,4,4,1,6
GA,13161,-2,9,4,7,3,4,-3,-2,8,7,10
WA,53031,-1,2,-1,5,0,1,5,4,8,8,10
IL,17081,-1,7,3,4,-7,-4,4,5,5,4,5
IN,18077,-5,15,1,-1,2,2,1,2,5,3,4
MS,28063,-13,1,-7,-4,21,-10,-10,-7,-2,3,3
TX,48245,-5,20,18,5,-4,-19,1,0,11,16,-5
