State,Region Code,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
TX,48377,12,17,7,27,7,-1,-1,7,-2,6,5
MI,26141,4,1,7,1,4,-1,11,-2,5,0,9
WV,54077,-8,21,-7,8,-2,5,0,-1,4,2,4
WI,55099,-3,7,1,5,1,3,3,3,1,1,4
VA,51147,2,2,-1,3,2,4,6,5,0,2,5
MD,24033,0,3,2,2,1,4,3,4,3,4,4
RI,44007,2,4,2,3,2,4,4,1,0,2,3
CO,8099,4,-1,-3,8,8,-7,-2,5,-6,7,13
CO,8101,0,4,5,4,0,2,5,4,5,5,6
IL,17153,-4,6,4,-5,4,20,2,7,-10,-6,1
KY,21199,-1,6,2,6,1,2,4,1,1,6,5
AR,5119,-1,-1,3,2,3,2,3,2,2,4,3
MO,29169,8,2,3,-4,1,-3,1,-2,4,2,4
GA,13235,-7,3,9,2,3,-4,6,3,3,3,3
IN,18131,-22,27,6,8,9,0,-3,9,7,4,3
VA,51155,-12,2,9,1,4,17,16,0,-16,10,9
OK,40127,5,5,3,2,1,6,3,-4,-3,1,7
TN,47141,-2,2,3,7,2,2,4,3,5,6,4
WV,54079,-2,5,7,4,10,-5,6,3,-1,7,0
GA,13237,-16,-6,1,-26,8,4,-20,-4,5,5,6
NY,36079,2,4,-2,-3,3,2,3,2,5,4,5
FL,12107,-5,4,-2,-2,-1,0,0,0,2,4,6
MO,29171,0,5,21,15,15,13,-28,-10,2,8,10
IL,17155,-2,19,12,3,-14,9,-1,1,-1,18,-2
IN,18133,-1,2,1,2,11,-3,7,7,4,3,3
OH,39137,-8,2,3,3,1,1,-2,-2,4,4,1
NM,35037,-2,4,2,-1,4,4,-5,6,2,4,11
MD,24035,2,4,2,3,4,4,3,5,9,3,8
NY,36081,4,3,3,5,4,6,6,4,4,10,2
GA,13239,-2,1,-2,-1,-3,2,5,12,-12,4,8
MS,28119,-9,-3,39,-38,35,-25,4,-1,-7,14,-3
GA,13241,1,5,-10,-1,3,-1,7,5,5,5,11
WI,55101,1,6,1,3,-1,3,2,1,0,5,3
TX,48379,6,4,-1,4,-1,9,6,1,6,8,9
WV,54081,2,6,4,-1,-2,-5,-2,-5,6,6,6
MO,29173,-1,8,29,16,6,-3,1,-5,0,4,3
ND,38071,-8,7,9,24,5,1,-7,11,-7,10,-5
MN,27123,-1,4,3,0,5,5,5,3,2,4,2
TX,48381,4,13,14,-8,0,10,7,-1,3,3,5
GA,13243,2,-2,5,-2,-1,6,3,-4,-3,2,17
MO,29175,2,7,7,-4,8,3,0,1,4,0,6
WV,54083,0,5,5,3,1,-1,0,0,1,7,5
IL,17157,-1,4,4,-5,3,-2,-4,1,-2,0,2
AL,1111,-3,5,-9,4,22,2,2,-5,5,4,-1
IN,18135,0,9,10,-2,10,1,-3,-7,3,2,6
AR,5121,4,-1,-1,4,7,7,-6,7,10,5,2
NC,37151,2,5,1,-1,1,1,6,-1,2,3,5
MS,28121,-6,2,3,5,3,6,3,-1,0,3,3
ND,38073,-13,20,11,9,-19,3,0,19,2,3,10
LA,22079,6,3,2,1,1,1,0,3,3,4,3
VA,51157,-1,8,6,5,7,12,11,3,5,-9,5
MT,30081,-1,3,3,4,4,3,6,3,7,4,6
KS,20153,-18,31,20,-15,50,-22,-21,-4,5,0,18
MO,29177,4,-1,-2,2,14,6,-1,2,12,-1,3
TX,48383,-32,38,30,16,29,28,-36,-1,49,35,-8
TX,48385,5,1,-6,0,15,-2,3,4,2,6,9
MN,27125,-7,-3,15,12,3,-11,16,4,7,8,-13
TX,48387,-1,3,2,3,6,10,4,-3,0,4,9
LA,22081,137,109,-2,-19,-9,10,-48,-4,48,34,-10
NE,31145,-4,5,13,9,1,-3,-3,-3,-7,4,6
MN,27127,2,1,2,4,2,7,3,2,-9,15,-2
TX,48389,-24,14,43,49,28,71,-23,6,88,77,10
TX,48391,-37,14,3,-3,4,-8,-42,-16,9,9,-4
KS,20155,-1,3,1,4,2,2,0,0,5,4,5
NY,36083,1,4,5,2,1,7,6,8,10,2,7
ND,38075,-9,-26,37,23,33,-22,-20,-2,-9,56,-18
MN,27129,-7,0,0,15,10,-7,1,-7,1,10,0
KS,20157,3,-7,36,-10,12,-10,2,1,-8,3,9
MO,29179,-10,18,-5,4,-6,0,-2,2,11,11,2
TN,47143,18,-3,1,2,15,7,6,10,6,13,-1
MN,27131,2,1,1,6,5,3,5,5,9,3,4
KS,20159,-2,6,21,2,2,5,5,-8,9,4,6
UT,49033,-9,-1,10,-16,51,13,7,-1,1,8,13
NE,31147,6,0,26,-7,17,-7,-3,0,16,11,9
WI,55103,0,14,16,-13,9,5,4,-4,19,5,3
MT,30083,-15,14,20,19,12,2,-21,-13,-5,2,3
LA,22083,12,5,9,4,5,-10,1,6,4,4,6
OH,39139,-12,6,6,3,1,4,-1,1,3,4,2
SC,45079,1,-1,1,1,4,5,4,3,3,5,3
IL,17159,13,6,-5,2,4,-1,8,-12,7,4,2
ND,38077,-15,24,7,27,-10,-8,15,6,-6,7,-2
VA,51159,1,-1,3,-10,3,2,3,4,11,4,6
GA,13245,4,2,2,2,3,4,6,1,3,4,3
NY,36085,3,3,2,4,4,3,6,3,4,10,7
NC,37153,4,13,6,9,-3,0,14,2,1,6,-1
VA,51760,1,1,1,3,5,4,8,3,5,3,5
KS,20161,1,2,3,4,2,5,5,2,0,1,2
IA,19159,14,3,14,3,20,-2,4,-9,22,0,2
NM,35039,-25,-1,1,-16,2,8,-19,-3,6,1,1
CO,8103,-31,9,6,-13,3,5,-36,-9,4,11,-2
CO,8105,6,-10,9,-8,8,1,10,0,4,13,10
IN,18137,2,8,0,-8,-4,4,-1,4,1,2,5
MO,29181,-3,-4,8,-2,3,3,-2,1,1,4,2
WV,54085,-9,12,3,3,19,6,-2,7,13,11,1
CA,6065,-4,2,5,3,7,6,8,4,5,5,7
TN,47145,-1,6,7,-12,0,6,4,6,5,-1,9
WV,54087,-7,6,0,7,4,-1,-4,-2,4,7,6
VA,51770,-1,0,2,4,4,2,7,3,1,3,4
SD,46109,8,-3,12,4,25,-5,-6,-6,-19,26,-13
TX,48393,-46,-9,-14,-28,23,3,-53,-30,11,-2,-19
TN,47147,-3,-5,9,17,12,7,13,-1,1,0,2
KY,21201,0,7,0,-1,-3,-1,-2,5,1,4,9
TX,48395,-41,0,1,-19,20,6,-27,-5,21,-2,-3
NC,37155,4,-3,-5,-2,4,2,6,5,5,2,4
WI,55105,-3,4,3,5,6,-1,5,3,1,8,6
NE,31149,-15,81,18,-5,19,19,4,-5,-19,5,2
MN,27133,-4,12,19,-3,7,22,0,9,6,2,-4
IL,17161,0,4,4,4,-3,3,-1,-1,2,2,5
KY,21203,3,5,0,2,4,3,5,10,10,1,7
GA,13247,4,5,3,4,3,4,11,-2,5,5,3
NH,33015,1,6,2,5,5,5,6,5,3,5,5
NC,37157,6,1,6,5,-6,-7,2,1,-5,2,1
NY,36087,9,3,1,6,-4,2,4,-4,-3,4,4
TX,48397,3,7,9,8,7,7,9,8,11,7,4
OK,40129,6,27,21,12,-4,8,-11,7,-7,-4,4
OK,40131,-8,4,7,4,12,4,-3,-6,2,8,4
ND,38079,10,3,11,3,-11,-6,18,6,-4,13,-1
KS,20163,-16,4,24,-6,10,-9,-10,2,7,-3,8
NM,35041,-24,25,9,2,0,1,-7,6,6,1,6
MT,30085,7,17,-6,42,8,-13,-13,5,5,4,-4
MI,26143,-2,6,1,1,3,0,3,3,3,4,11
MN,27135,-6,12,-12,15,10,11,27,3,9,2,-4
MT,30087,4,11,-7,-11,-13,6,10,-6,3,-6,14
OH,39141,-1,2,7,1,4,4,3,-2,5,5,4
CO,8107,-2,4,4,-2,-3,0,-6,0,7,3,7
KY,21205,0,7,0,6,0,0,4,3,1,3,2
NC,37159,-2,3,3,5,-1,3,7,4,3,5,5
TX,48399,-15,6,7,0,12,-10,-7,-5,5,4,8
KS,20165,-10,9,9,9,-1,-7,-2,-6,-6,18,9
IN,18139,-7,4,0,1,9,-2,-10,13,15,9,3
WI,55107,-6,11,1,5,9,6,3,3,6,4,0
TX,48401,-24,1,-3,-6,4,2,-21,-8,7,9,-3
AL,1113,7,5,1,2,6,1,2,3,4,5,2
KY,21207,3,17,10,2,1,-1,2,-4,8,9,8
KS,20167,-6,8,15,-5,-3,5,-10,7,8,-4,6
VA,51167,-11,-2,0,-5,-3,-3,2,0,1,4,4
TN,47149,-6,5,1,8,8,10,8,7,6,5,4
NC,37161,-6,5,5,-1,3,3,1,2,3,5,7
VT,50021,0,4,2,0,1,0,3,2,3,1,2
TX,48403,-2,3,13,14,-14,-5,-3,0,5,6,11
LA,22085,-1,53,32,2,-15,-11,-13,-11,10,17,-2
IA,19161,-7,15,11,0,14,2,-3,-3,4,4,-2
CA,6067,-2,-2,3,3,6,5,7,2,5,5,7
ME,23023,5,7,-3,-4,-2,4,7,6,3,1,2
MI,26145,-3,7,2,2,3,1,4,4,0,4,2
CO,8109,-6,0,24,-15,13,-2,18,-9,-1,19,22
NJ,34033,14,-3,-1,-1,5,-1,-4,-10,3,1,3
AR,5125,-2,6,7,3,3,5,6,3,4,5,3
KS,20169,-2,1,2,1,4,2,5,2,2,2,3
NE,31151,-1,-12,19,8,1,-1,6,2,6,4,4
MO,29195,2,0,8,-4,11,-2,-14,15,-1,-5,6
IL,17165,5,2,-1,8,-3,-4,-1,-20,5,-1,5
UT,49035,-3,3,7,6,4,5,6,6,5,9,6
SC,45081,11,5,-10,2,20,-1,9,-4,2,-2,12
NC,37163,-1,12,1,1,7,1,-3,-4,4,-2,2
TX,48405,11,72,67,-33,-16,12,-32,0,32,26,13
CA,6069,2,1,3,5,3,8,6,4,6,5,7
CA,6071,-5,1,4,3,5,7,8,5,5,5,8
CA,6073,-3,2,4,3,6,5,6,3,5,5,4
TX,48407,-22,2,3,-2,-3,2,-4,-1,2,7,10
CA,6077,-2,-1,2,4,6,6,7,3,6,6,6
UT,49037,-4,13,4,-5,1,-4,-17,1,7,5,4
CO,8111,3,-4,8,-3,24,47,6,-11,11,-39,13
NM,35045,-13,1,4,-3,1,6,-8,-9,5,-3,0
WA,53055,1,-2,6,5,2,3,5,6,5,7,9
CA,6079,1,5,4,4,6,5,7,2,3,6,4
CA,6081,3,2,6,24,7,8,9,11,12,5,6
NM,35047,0,2,1,-1,-1,2,3,0,-2,2,7
CO,8113,-16,-1,-1,0,9,9,13,0,4,1,6
TX,48409,-5,5,7,3,5,-5,-4,0,3,6,11
TX,48411,7,-3,3,1,-7,2,9,19,1,11,6
SD,46111,33,-8,30,-30,32,-12,9,0,-7,19,15
MT,30089,4,-1,11,-1,3,5,3,3,4,1,6
NM,35043,43,-8,-9,-8,-10,3,1,1,0,5,8
OH,39143,-2,3,6,13,7,2,10,-1,2,3,1
IL,17167,2,4,2,1,2,4,2,2,3,6,3
MI,26151,-15,10,12,10,10,2,-4,-8,11,5,4
UT,49039,-7,11,-5,5,0,3,16,3,5,8,-4
CA,6083,1,1,4,4,4,4,6,1,5,5,5
CA,6085,-1,8,8,5,10,8,11,7,8,8,6
CA,6087,3,8,1,1,6,5,4,3,3,5,7
AZ,4023,-3,8,5,1,2,2,4,4,11,5,4
NM,35049,-6,1,0,1,2,1,3,1,1,4,4
FL,12113,1,1,6,4,0,2,8,5,3,7,8
FL,12115,-5,-2,2,2,5,9,9,5,6,7,5
NY,36091,5,5,1,4,4,2,6,3,6,6,5
ND,38081,-27,13,1,30,4,14,6,-1,11,12,14
NE,31153,1,5,4,6,2,3,8,5,3,6,4
WI,55111,2,2,4,5,1,4,5,2,8,6,4
NE,31155,12,2,14,-7,8,-3,6,0,3,10,6
WI,55113,2,5,2,6,2,-2,1,3,2,4,9
NY,36093,3,-2,1,0,3,-1,6,5,4,3,3
TX,48413,-32,6,15,-8,20,5,-29,-15,-20,3,15
GA,13249,-4,-4,-4,-8,-5,-2,0,-3,4,8,4
NY,36095,3,4,0,1,2,2,3,6,10,6,8
MI,26153,2,-1,2,-1,-1,3,6,3,6,2,7
IL,17169,6,1,1,7,10,13,-20,9,-6,3,6
MO,29197,9,8,17,-20,17,26,-6,-27,51,5,5
NY,36097,2,5,3,3,3,4,-1,0,1,4,6
PA,42107,1,5,3,1,3,1,3,-1,2,3,5
OH,39145,2,5,4,9,28,33,-19,-23,4,6,3
NC,37165,0,2,-9,-5,14,18,17,-14,-8,4,5
MO,29199,14,-3,10,14,3,4,-22,-1,8,-10,24
MO,29201,-11,4,4,2,7,4,-2,5,2,1,3
VA,51169,8,3,-1,-5,6,-1,-1,-2,2,4,11
KY,21209,-18,12,-4,6,8,12,12,10,7,0,5
MS,28123,6,-1,-15,14,12,7,1,-4,12,2,0
IN,18143,-2,2,0,1,3,7,4,9,6,4,3
TN,47151,-4,0,4,8,48,42,-18,-36,2,8,2
IA,19163,-2,3,6,8,-1,5,3,-2,1,5,3
KS,20171,29,35,25,-26,30,2,3,3,-12,-14,-5
IL,17171,-2,9,8,0,10,-3,-20,8,-1,9,-1
AR,5127,-10,8,-1,8,14,5,1,-5,7,5,-9
MN,27139,-3,4,14,1,2,7,4,7,11,8,2
NE,31157,-1,3,8,8,2,5,3,3,-2,4,2
GA,13251,-2,-1,9,0,-2,-6,2,3,1,3,6
TX,48415,-29,11,15,8,3,-3,-40,-17,16,15,-13
AR,5129,4,8,-3,0,-1,2,4,7,14,3,7
AR,5131,-8,5,5,0,-1,0,1,2,2,4,2
CO,8115,-14,1,14,-1,-6,0,-21,6,-25,12,17
KS,20173,-9,6,4,2,-4,9,8,9,3,2,3
FL,12117,-7,0,0,3,4,5,8,6,7,8,5
OK,40133,-10,7,9,0,0,-9,-4,-1,-2,7,8
GA,13253,6,-2,22,7,1,-9,0,-1,3,7,17
OH,39147,-4,2,6,-3,2,4,9,6,-3,5,5
NY,36099,4,4,2,8,2,4,3,0,8,4,9
TN,47153,-7,-2,2,11,8,2,8,5,3,3,7
OK,40135,0,0,2,3,-1,0,4,0,2,-1,14
UT,49041,0,5,7,-3,8,7,-3,5,14,0,1
AR,5133,-2,6,-9,8,14,13,4,-1,-2,4,-10
TN,47155,-2,2,3,9,6,6,8,3,4,7,6
KS,20175,-1,2,8,4,12,10,0,-5,-2,4,2
NE,31159,-6,8,17,-1,8,-2,5,-5,8,3,-2
TX,48417,-20,19,21,13,7,1,-30,-16,8,12,0
MO,29203,-3,-1,0,9,3,4,19,18,-8,4,7
MS,28125,1,2,30,7,11,-29,3,0,18,1,6
AR,5135,-1,3,4,5,7,10,7,-4,2,3,-6
CA,6089,-2,3,4,-2,4,5,5,6,7,2,10
WI,55115,-7,7,4,5,4,5,-1,2,4,3,5
KS,20177,2,1,4,4,0,5,4,4,2,4,1
WI,55117,0,2,1,5,2,3,5,5,2,3,3
TX,48419,-20,21,4,-12,10,9,-10,-16,7,6,-3
IN,18145,-5,9,0,6,10,0,2,3,3,5,3
AL,1117,-3,2,4,5,5,6,9,3,5,5,2
OH,39149,-12,7,10,7,5,4,0,2,2,3,2
TN,47157,-2,1,3,6,2,1,4,2,2,4,3
IL,17173,-7,12,-2,-3,7,1,0,6,6,7,5
MO,29205,7,1,12,-12,15,-5,-22,-2,5,7,3
KY,21211,-2,4,5,13,4,0,2,6,5,6,3
IA,19165,3,4,18,15,-1,-3,4,-6,1,5,4
VA,51171,9,4,5,11,-1,-1,-2,-3,4,5,5
MN,27141,4,1,5,-8,10,11,0,1,2,5,2
KS,20179,10,-8,27,0,30,-26,-5,11,-18,-18,44
MT,30091,17,-6,-6,23,-9,-27,-10,5,-14,6,1
ND,38083,14,27,25,-22,-40,-20,21,14,7,5,2
WY,56033,-10,-6,-1,3,0,2,3,2,1,5,2
NE,31161,-8,2,28,6,13,13,-4,-1,-1,1,6
KS,20181,14,8,15,-2,17,-23,-2,-1,3,7,2
TX,48421,-36,19,25,-7,-9,17,20,-28,20,-21,5
OR,41055,18,25,53,-22,-14,0,-1,-4,-1,-3,-3
NE,31163,4,-3,28,15,15,-3,-3,-13,-8,0,9
MI,26155,-3,6,5,5,3,0,5,-2,2,2,5
ID,16079,-6,20,12,-24,12,4,-16,-7,-18,6,2
MN,27143,3,5,7,7,-1,-2,1,-11,11,1,4
NM,35051,-2,8,1,3,-3,4,4,3,4,1,9
CA,6091,-5,2,-5,-2,-3,7,1,8,4,10,17
MT,30093,1,2,6,2,-1,-2,5,2,5,2,5
KY,21213,4,-2,2,3,0,1,2,4,4,3,4
MS,28127,-1,5,-14,14,2,4,-6,-8,6,3,0
NE,31165,-20,43,46,-7,18,37,6,-4,-28,-5,-5
IA,19167,-13,15,10,9,5,12,6,-3,11,0,-4
ND,38085,27,14,14,1,-6,18,1,0,-14,10,3
CA,6093,-11,-2,13,0,1,7,8,4,3,2,10
WA,53057,-1,8,-7,1,5,5,15,-9,8,13,0
WA,53059,0,5,3,1,0,8,9,3,5,0,7
ND,38087,25,-5,0,35,-14,-14,-24,-38,80,-24,3
KS,20183,-5,9,35,-21,15,-20,14,-20,-4,24,14
MS,28129,6,11,-21,16,18,10,-6,-5,10,5,-7
TX,48423,-4,6,4,4,2,1,1,0,2,7,2
TN,47159,-15,12,11,6,7,6,0,-8,7,19,0
VA,51173,-3,6,9,2,4,1,3,-2,-2,3,7
WA,53061,2,5,5,1,6,6,11,4,5,7,4
PA,42109,-6,4,-1,-1,3,3,5,0,10,12,1
NM,35053,-6,6,3,3,-2,1,2,2,1,1,5
CA,6095,-5,2,1,11,8,4,4,3,2,5,5
ME,23025,1,1,2,-1,0,0,1,4,-1,1,6
NJ,34035,-3,-2,0,3,11,6,8,4,2,5,5
MD,24039,-4,3,2,-1,14,17,11,-1,-10,2,-2
PA,42111,-3,11,6,-7,2,4,-3,-3,7,5,5
TX,48425,5,1,-3,-4,2,-3,6,-1,-10,12,-6
CA,6097,-1,2,3,3,5,7,7,4,4,6,5
GA,13255,1,2,2,5,-3,0,8,0,4,5,5
SC,45083,-4,4,3,1,4,4,8,8,8,5,6
IN,18147,4,4,-1,14,-3,3,-12,1,0,-1,-6
KY,21215,1,13,4,8,2,4,9,9,4,2,5
SD,46115,-14,-13,41,10,30,-4,-16,3,-23,14,-13
WA,53063,-1,1,2,3,4,4,4,5,7,9,7
LA,22087,-39,-7,32,10,-26,4,-21,17,12,30,9
LA,22089,-26,6,82,-6,-20,9,1,-11,22,8,-4
MO,29183,0,7,2,4,6,6,12,8,-2,3,5
MI,26147,-1,2,2,4,2,-2,1,2,1,6,1
MO,29185,3,5,-4,3,4,4,-9,-1,3,4,14
AL,1115,-3,5,6,10,6,2,2,3,3,4,4
IL,17163,2,2,9,1,-1,2,2,0,5,4,4
WI,55109,0,5,5,7,9,6,6,8,8,7,3
AR,5123,7,4,8,-5,12,-2,-1,-2,3,2,4
MO,29187,1,1,1,2,9,13,3,-3,-10,5,1
LA,22091,2,5,-3,-4,7,-7,0,4,-3,5,15
LA,22093,-21,41,36,22,-10,-4,-28,5,54,20,-3
LA,22095,12,75,-87,81,-7,-3,-14,-21,43,21,-6
FL,12109,-4,2,1,4,6,7,9,8,9,8,6
IN,18141,-7,6,2,4,3,7,3,1,2,6,5
MI,26149,-6,8,2,2,2,-2,6,4,0,2,1
LA,22097,-8,2,18,-2,-4,3,-1,-3,8,6,3
NY,36089,1,4,3,1,4,5,-2,1,4,2,5
MN,27137,-3,13,9,-4,5,1,-11,8,4,8,8
MO,29189,2,3,-1,5,1,2,4,1,3,4,2
MO,29510,-5,0,0,5,0,-1,1,-1,1,6,2
FL,12111,-1,-1,1,3,6,2,3,5,5,5,5
LA,22099,14,9,4,12,10,0,-11,-8,-1,5,5
LA,22101,-3,6,-1,4,-2,2,-8,-12,-2,5,3
MD,24037,6,9,6,1,0,3,4,3,2,5,6
LA,22103,3,8,2,3,4,7,7,6,9,5,5
KS,20185,10,-5,11,-7,12,-9,-7,14,-8,9,7
VA,51179,3,4,8,4,2,3,4,5,2,7,5
CA,6099,0,1,3,2,4,9,6,3,7,4,6
SD,46117,2,13,16,12,14,-9,15,-24,22,-21,13
NC,37167,-1,4,4,4,4,0,4,5,3,4,6
KS,20187,-3,26,20,-24,31,-20,-7,-4,18,-3,6
NE,31167,7,6,30,-14,-6,1,-1,-3,-5,9,-1
IL,17175,-11,0,22,-7,25,-2,-25,10,4,4,-4
OH,39151,-4,5,6,4,5,6,0,0,4,6,1
ND,38089,11,25,33,43,15,20,-17,-25,7,8,3
IN,18149,-3,10,-7,5,9,-1,-2,7,1,1,2
TX,48427,-29,-5,-5,-10,6,2,-11,-1,5,2,5
MO,29186,-5,-2,0,6,0,-2,0,7,1,8,5
MN,27145,0,1,6,2,6,6,3,3,3,4,2
MN,27147,-4,3,5,7,8,0,2,2,4,4,5
ND,38091,-18,53,-4,46,-37,-4,-7,33,-15,11,6
TX,48429,-26,9,14,-5,1,0,-31,-9,9,6,-2
OK,40137,-12,7,8,1,4,7,-14,-14,0,6,4
GA,13257,0,2,-2,1,5,8,7,0,4,3,2
IL,17177,-5,2,6,2,5,1,9,-10,-2,-2,4
TX,48431,-46,57,9,3,9,6,-40,-8,4,5,-4
IN,18151,-5,9,4,5,7,3,2,0,4,5,5
NY,36101,-5,5,1,-1,8,6,-3,-2,1,5,6
KS,20189,-18,13,14,-8,25,-13,-26,8,7,-2,0
MN,27149,-16,14,6,23,-2,6,-13,-6,7,3,6
WA,53065,-4,4,0,1,6,6,3,0,3,7,9
TN,47161,37,-13,-4,8,5,22,8,-12,-20,8,-4
GA,13259,4,1,-2,0,3,1,5,2,9,9,17
MT,30095,9,16,17,-11,4,1,-9,-7,15,-3,27
MO,29207,-6,5,13,-3,21,-8,-3,-1,-7,0,3
NC,37169,9,5,7,-7,-10,7,-4,-7,-1,-4,3
AR,5137,-5,6,-3,6,-1,17,2,-3,9,-2,2
MS,28131,-3,4,3,-2,4,1,2,3,2,8,6
MO,29209,-2,0,-1,-3,7,3,8,-2,7,5,5
TX,48433,-23,16,29,33,1,8,-44,1,18,8,-20
NV,32029,25,6,7,11,10,24,28,-11,59,29,11
IA,19169,-2,2,6,9,8,6,3,0,5,4,2
NH,33017,3,4,4,3,0,4,5,3,6,4,0
ND,38093,-2,13,8,13,-6,14,-3,3,7,1,3
WY,56035,-38,-2,-8,-33,1,14,-37,-16,17,1,-15
NY,36103,4,5,1,5,2,3,4,3,3,4,4
VA,51800,32,9,0,-4,-3,-4,3,1,0,3,6
MA,25025,3,4,4,8,2,5,8,6,6,7,3
IN,18153,15,19,20,1,7,-3,-13,1,-5,3,5
MO,29211,-10,-2,14,-2,17,26,-49,-1,31,4,10
PA,42113,1,8,10,5,20,47,-14,1,35,-1,-4
NH,33019,0,4,2,6,7,2,6,0,2,2,3
TN,47163,0,1,7,3,0,-4,4,1,2,5,1
NY,36105,2,3,-1,3,2,2,3,6,3,8,6
SD,46119,-60,68,8,15,33,-31,-17,-19,61,-18,-21
WV,54089,3,6,3,2,0,2,8,-4,-3,1,7
CO,8117,-6,1,0,1,3,5,10,7,10,7,8
OH,39153,-3,3,2,3,3,5,3,2,2,4,3
UT,49043,-14,7,2,5,6,8,7,7,11,7,6
TN,47165,0,2,7,8,8,6,6,5,7,4,4
KS,20191,-14,8,-2,15,-7,-1,1,3,3,5,14
AL,1119,7,7,5,7,3,-2,-6,2,-1,2,5
SC,45085,1,4,3,7,3,-1,3,2,7,4,6
GA,13261,-1,3,5,7,2,-2,4,-1,3,3,8
FL,12119,-1,4,7,8,8,4,5,3,7,9,9
MS,28133,-1,-1,0,6,9,-9,-3,14,-1,3,-2
VA,51181,21,6,5,-7,-4,1,-13,7,2,-5,6
NC,37171,-1,2,1,1,1,5,4,2,4,5,3
PA,42115,11,39,28,23,30,35,-23,7,31,9,-4
NJ,34037,0,2,0,2,4,2,4,2,0,1,5
DE,10005,2,-5,0,7,7,10,14,-3,-1,7,8
VA,51183,3,-4,12,3,0,-8,-5,0,6,1,11
CA,6101,2,-4,-4,-3,7,-2,7,1,3,8,7
TX,48435,-43,-8,13,-22,2,7,-36,-24,4,5,-8
FL,12121,-10,10,-2,8,2,11,6,-7,5,6,-2
NC,37173,14,0,-1,-2,10,2,8,3,8,4,7
MT,30097,-27,-4,18,2,-2,6,-3,-3,20,-8,15
WY,56037,-11,3,2,-2,1,-5,-10,1,4,2,3
MN,27151,-6,10,8,13,-3,5,9,-8,2,2,1
TX,48437,6,29,22,-21,-9,36,31,-16,14,1,-7
IN,18155,3,-1,-3,5,0,-1,1,2,1,3,0
GA,13263,1,17,0,2,-15,11,8,21,-8,18,8
MD,24041,1,0,2,2,2,5,2,3,2,2,2
GA,13265,-31,1,0,5,7,21,2,-4,0,6,5
AL,1121,-14,11,5,6,6,2,4,6,0,5,2
MS,28135,0,-8,31,0,4,-23,6,13,1,3,4
AL,1123,-4,13,7,6,-1,7,6,4,-3,3,7
IA,19171,4,-3,9,5,-1,-4,0,9,1,7,8
MO,29213,-1,6,1,2,6,1,4,1,4,6,3
LA,22105,-6,8,17,-7,-7,1,-3,3,9,5,4
NM,35055,-3,-1,3,-1,0,4,-3,3,3,1,6
TX,48439,-3,4,4,6,3,4,2,2,4,6,3
MS,28137,10,0,4,-18,4,-5,2,2,4,3,3
GA,13267,4,2,-2,7,5,6,9,-2,6,3,-6
WI,55119,7,1,0,5,3,2,5,2,-1,3,1
TX,48441,-1,5,2,6,2,5,1,0,3,8,5
KY,21217,-1,6,5,3,2,2,7,4,5,0,6
FL,12123,4,8,0,-2,11,-3,20,-9,2,4,7
IA,19173,5,-5,5,0,16,-7,7,-15,22,2,7
GA,13269,-3,-5,-2,-2,2,-2,7,32,4,2,13
WV,54091,6,7,3,20,17,29,-1,2,3,7,9
VA,51185,0,-4,-3,0,-1,-1,-3,-6,5,4,3
IL,17179,5,15,23,25,-23,-2,-15,-12,-16,-3,-2
CA,6103,-3,4,1,2,8,0,4,5,12,4,10
GA,13271,-2,-4,11,7,10,13,9,-4,-5,4,2
CO,8119,6,3,2,-1,1,6,5,0,11,1,12
LA,22107,40,-12,37,-7,16,-31,-25,24,9,2,8
LA,22109,-12,1,-4,3,6,4,-9,-12,-2,5,3
GA,13273,6,-3,9,0,2,-6,4,3,-1,-2,14
TX,48443,-48,-11,-20,-29,6,5,-42,-15,10,-10,-10
TX,48445,-19,28,-3,5,8,-19,-27,-9,25,-1,-2
ID,16081,-10,-14,-2,-2,0,14,11,7,5,13,9
MT,30099,-2,-6,36,-15,1,-4,-6,5,0,14,9
WY,56039,1,0,-1,8,4,9,6,4,5,6,5
MO,29215,-1,3,-5,3,20,19,-10,-14,1,7,5
OK,40139,-15,32,21,2,37,-8,5,1,6,2,-2
NE,31169,-16,5,33,18,19,-20,-4,-6,4,5,5
GA,13275,-1,2,2,3,2,3,4,2,2,4,5
NE,31171,5,25,24,-16,48,34,8,-19,-26,6,8
KS,20193,-10,32,12,-6,13,-18,-8,14,0,10,16
TX,48447,-30,9,11,12,19,22,-41,-17,6,13,-17
WA,53067,0,2,0,3,4,5,2,7,6,9,5
NE,31173,9,10,17,-9,6,-1,4,-3,4,5,6
GA,13277,-3,3,3,4,3,9,15,-8,3,6,8
OR,41057,6,-4,0,-1,7,16,-2,8,11,6,8
OK,40141,-25,48,-24,0,10,-3,-9,-8,14,0,22
NY,36107,2,5,-4,-1,20,5,7,-9,-5,4,6
PA,42117,2,31,25,3,6,3,-14,-2,9,12,4
MS,28139,-7,6,3,-2,7,-1,2,4,5,5,6
IN,18157,-7,7,3,4,4,7,6,5,7,6,2
TN,47167,-3,-4,7,2,8,-1,8,3,0,1,6
IN,18159,-9,3,9,10,14,1,-3,4,1,24,-3
MS,28141,-4,10,3,1,0,-2,7,1,6,8,8
TX,48449,7,3,3,-10,0,-4,-6,-2,10,-15,-1
SD,46121,7,5,9,-2,0,10,-1,-9,8,6,2
